,Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
5469,S05509,Arabic,Throughout space mind.,2024-10-30,❌,D,Yes
5470,S01642,Math,Include.,10/19/2024,✔,A,Yes
5471,S06305,Math,Choose require.,2024-11-27,✔,F,Yes
5472,S02234,Geography,Help central pattern.,02/07/2025,✔,B-, 
5473,S08434,Science,Hospital tree.,2025-01-14, ✔ ,B, 
5474,S12089,Science,Impact item crime.,2024-09-25,✔,A, 
5475,S03734,Geography,Pull list tough.,01/04/2025,✔,D, 
5476,S02932,Geography,Later this quickly customer.,2025-02-27,pending,B-,No
5477,S06215,Geography,Language risk road.,2024-11-11,✔,C,Yes
5478,S11114,Geography,Cost carry.,2024-12-03,❌,C, 
5479,S11287,History,Big deal which owner.,2024-09-20, ✔ ,B-, 
5480,S03003,Science,Well interest even one.,12/17/2024, ✔ ,B-,No
5481,S01142,Science,Form.,2025-01-06,✔,F,Yes
5482,S00128,Science,Manage.,2024-12-28,✔,A,No
5483,S05591,Science,Movie strong their.,2024-11-13,pending,A+,Yes
5484,S06302,English,Financial water imagine.,2025-01-17, ✔ ,C, 
5485,S10017,English,Understand anyone financial.,01/21/2025,pending,C-,Yes
5486,S03661,Arabic,High between require notice.,10/16/2024,❌,C-, 
5487,S08301,History,Window herself go.,2025-01-14,✔,F, 
5488,S02361,Arabic,Significant forward leave.,2024-10-19, ✔ ,C, 
5489,S10253,English,Ability understand example.,2024-11-14,✔,B,No
5490,S00354,Science,Century politics.,2025-01-05,pending,B,Yes
5491,S03696,Arabic,Left work man.,2024-09-24,✔,A+,Yes
5492,S10200,English,Account.,2025-02-28,✔,C-,No
5493,S02563,English,View fight.,2025-02-18, ✔ ,F,No
5494,S11071,English,Shake nor.,2025-01-23,❌,C-,Yes
5495,S02030,Science,Almost decide when.,2024-12-18,pending,B, 
5496,S03290,English,Some six well.,2024-12-09,✔,D,No
5497,S11865,Science,System PM teach.,12/26/2024,❌,F,Yes
5498,S07259,History,Sort our fact.,09/24/2024,✔,C-, 
5499,S07069,English,Admit you.,2025-02-16,✔,A+, 
5500,S01661,English,Full write.,12/28/2024,❌,D,No
5501,S01497,Geography,Society say action arrive.,2025-01-26,❌,C,No
5502,S02981,Geography,According social send.,2024-12-31,pending,A+,No
5503,S02544,Science,Yeah.,02/26/2025,✔,A+,No
5504,S05271,Arabic,Rich.,10/24/2024,❌,B,No
5505,S05126,Geography,Tough amount arm.,2025-01-31, ✔ ,A+,No
5506,S07230,English,Role data.,2025-02-14,✔,B,Yes
5507,S07127,Arabic,Here finally.,01/19/2025,pending,D, 
5508,S07007,Geography,Indeed indicate.,2024-10-01,❌,F, 
5509,S09790,Math,Model pattern should.,2025-02-02,❌,A+,No
5510,S01732,Math,Source article series.,2024-09-16, ✔ ,A+, 
5511,S08260,History,Less clearly president.,2024-11-08, ✔ ,A,Yes
5512,S01706,Math,Job piece news.,2025-02-27,❌,B-,Yes
5513,S12049,Arabic,Throw they act.,2025-02-21, ✔ ,C-, 
5514,S11205,English,Building research energy.,2024-12-24,pending,A+, 
5515,S04933,English,Meet fish.,2024-09-29,✔,C-, 
5516,S04151,Arabic,Get dream cut.,2025-02-02,✔,D, 
5517,S04882,English,Show by choice effort.,2024-10-12,❌,A+,Yes
5518,S06824,History,Customer single believe effect.,2025-01-21,pending,F, 
5519,S07148,History,Here item total.,01/15/2025,❌,D,Yes
5520,S09301,Geography,Brother in.,2025-02-15,❌,F,Yes
5521,S08830,English,Talk local prevent.,2025-01-13,✔,C-,Yes
5522,S00842,Arabic,Go.,2024-11-18,✔,D, 
5523,S01739,History,Country tax.,2024-10-02,❌,A+, 
5524,S05697,Geography,Save task.,12/18/2024,✔,B,Yes
5525,S08733,Geography,Approach.,2024-12-16, ✔ ,F,Yes
5526,S07449,English,Teacher research our.,2024-10-12, ✔ ,A,Yes
5527,S02905,Science,Every.,2025-02-28,✔,F,Yes
5528,S00642,Geography,Strong same the.,2025-02-22,❌,F,No
5529,S02480,Science,Stop.,2024-10-28,❌,D,Yes
5530,S02878,History,Civil staff break.,2024-11-16,✔,A,No
5531,S03850,Math,Little plant fall.,2024-12-25,pending,F,No
5532,S01884,Geography,Interesting example home.,2025-01-18,pending,D,Yes
5533,S02215,Science,Model half country.,2024-12-05,pending,C,Yes
5534,S09771,Science,Agency they.,12/26/2024,❌,B,No
5535,S09857,English,Prevent carry support.,12/22/2024,pending,C-,No
5536,S00182,History,Issue foreign.,2025-02-19,❌,A,Yes
5537,S02118,Science,Total future.,2024-12-02,pending,B,No
5538,S01919,History,Discuss security record.,2024-12-02,❌,F, 
5539,S04482,Science,Not and.,2025-03-05,pending,C,No
5540,S01863,Math,How from.,2024-11-09,❌,A,No
5541,S06827,Math,Painting measure arm.,2024-12-28, ✔ ,B-,Yes
5542,S05558,English,Indicate woman generation.,2025-01-10,❌,B,No
5543,S03725,History,Gun only.,2025-01-20,❌,C, 
5544,S05502,History,Play step.,12/21/2024, ✔ ,B, 
5545,S09423,Geography,Test bank.,2024-12-30,❌,F,Yes
5546,S04882,Geography,Plan thank.,2024-12-14,✔,F,No
5547,S07166,Arabic,Sport focus measure commercial.,2024-12-26, ✔ ,B,No
5548,S11360,Arabic,A star.,2025-02-12,pending,A,Yes
5549,S01959,Geography,Civil number.,02/05/2025,❌,A, 
5550,S08052,English,Still sport his.,2024-11-18,✔,B-,Yes
5551,S04073,Arabic,Yourself itself.,2025-01-28,❌,F,Yes
5552,S03082,Science,Finish thus should.,2024-10-13,❌,B-,No
5553,S01616,Science,Establish bag.,2025-01-27,❌,A, 
5554,S07611,English,There.,2025-02-20,✔,C, 
5555,S05364,History,Someone morning pay.,2024-09-11,❌,F, 
5556,S05223,English,Box loss whom.,2024-12-12,✔,C-,Yes
5557,S02989,Science,Travel along soldier.,12/20/2024,✔,B, 
5558,S10311,Science,Newspaper east everything.,2024-10-15,❌,A,Yes
5559,S09308,Science,Activity personal prepare need.,2024-10-22,pending,D,Yes
5560,S00743,Math,Main body.,2024-10-20,❌,B-, 
5561,S00926,Math,Show summer him.,2025-02-04,pending,B,No
5562,S00546,Geography,After then continue.,2024-12-21,✔,A+,Yes
5563,S03354,Geography,Subject wish become.,2025-02-14,✔,C,Yes
5564,S03489,History,Fact really art one.,2025-01-08,✔,C-,Yes
5565,S02544,Geography,Eight week.,2024-11-13,✔,F,No
5566,S10118,Math,Kid light doctor.,01/26/2025,pending,F, 
5567,S05566,Arabic,Loss more garden.,2024-10-29,✔,C-,No
5568,S04219,Math,Almost there.,12/23/2024,pending,A, 
5569,S03567,Arabic,Decade drug community anyone.,2025-01-16,❌,A,No
5570,S00355,Science,Above.,2024-09-16,✔,D,Yes
5571,S10985,History,Reveal church while.,2025-01-16,❌,D,Yes
5572,S11389,Math,Price many.,2024-11-26,❌,B-,No
5573,S09568,English,Soldier effort.,2024-09-09, ✔ ,A+,No
5574,S05817,Science,Current draw language.,2025-01-15,pending,A+,Yes
5575,S06142,History,Increase little.,2024-11-23,✔,B, 
5576,S05696,Arabic,Tax big military.,2024-12-17,✔,B, 
5577,S12145,English,Respond hundred matter.,2025-01-21, ✔ ,B,No
5578,S08438,Geography,Then those.,2025-02-21,✔,A+, 
5579,S05762,Geography,Drug rule thousand.,2024-11-10,❌,B-, 
5580,S10640,History,Scene fire.,10/23/2024, ✔ ,B-, 
5581,S05263,Arabic,Money forward wall.,2024-11-19,❌,B,No
5582,S08433,Arabic,Be.,2025-02-27,pending,A,Yes
5583,S10798,History,Individual economic.,2024-09-24,pending,B-,Yes
5584,S00771,History,Guy reflect rock.,01/13/2025,❌,C-,No
5585,S11739,Geography,Lay create phone.,2025-02-21,❌,C-, 
5586,S10854,Science,After charge person.,2024-11-03, ✔ ,B,Yes
5587,S08245,English,Near.,2025-03-02, ✔ ,C, 
5588,S00970,Science,Especially see bed.,2024-09-25, ✔ ,D, 
5589,S06221,English,Half right.,2025-02-15, ✔ ,B,Yes
5590,S02433,Arabic,Citizen worker citizen.,2025-01-29,✔,B,No
5591,S09583,Math,Soon huge.,2024-12-18, ✔ ,A+, 
5592,S04349,English,Thank strategy heavy.,2024-11-14,pending,C,No
5593,S02496,Geography,We.,2024-10-16,pending,F,No
5594,S03077,Geography,Technology expect.,2024-11-18,pending,F,No
5595,S03258,Geography,Place argue.,2024-10-09,pending,C,No
5596,S10260,History,Field letter skill.,2024-09-13,✔,D, 
5597,S02463,History,Heavy low size.,11/10/2024, ✔ ,A+,Yes
5598,S12003,Math,Arrive rate.,2024-09-08,❌,A,No
5599,S00067,Science,Whom less.,2025-02-15,✔,B, 
5600,S10353,Science,Operation radio.,2024-10-14,✔,B-,Yes
5601,S02844,History,Chair woman.,2024-11-19,pending,C, 
5602,S03508,History,Fill high prepare.,2024-09-21,❌,C,Yes
5603,S00945,Science,Artist half.,2025-02-26, ✔ ,C-, 
5604,S00027,Math,By note.,2024-12-05,✔,D, 
5605,S04247,Math,Project suffer help.,2024-11-05,pending,F,No
5606,S11866,Science,Expect such certain.,2024-10-17,❌,F,No
5607,S09119,Math,Half agency.,2024-10-09,pending,C, 
5608,S09919,History,Decide world.,2024-11-17,❌,B,No
5609,S10220,History,Picture trade.,2025-01-17,❌,B, 
5610,S03851,History,According issue create popular.,2024-09-30,pending,C-,No
5611,S10820,History,Oil word information center.,01/28/2025,❌,F, 
5612,S04635,Geography,Mention soldier.,2025-01-20,❌,A+,No
5613,S05803,History,Put or.,2025-01-16, ✔ ,B-,No
5614,S07697,Geography,Relationship remember machine.,2024-11-26, ✔ ,D, 
5615,S08207,History,Mention campaign draw soon.,2024-10-15,❌,C, 
5616,S06208,Geography,Card which charge.,2024-10-16,pending,C,Yes
5617,S02163,English,Kind determine might help.,2024-11-20,pending,C-,Yes
5618,S02433,Math,Show smile.,2024-09-26,✔,D,No
5619,S00153,English,Politics somebody three page.,2024-12-05,❌,F,Yes
5620,S07193,History,Use bad.,2024-11-03,❌,F, 
5621,S10227,Math,Phone foreign again like.,12/14/2024,✔,D,Yes
5622,S08235,Geography,By where.,2025-01-08,✔,D,Yes
5623,S08693,English,Seek night.,2024-11-18,✔,F,Yes
5624,S06891,Science,Same simple.,11/11/2024,✔,C-,Yes
5625,S06643,Geography,Find around say.,2024-09-13,✔,C,Yes
5626,S11810,Arabic,Threat.,2024-11-18,❌,B,No
5627,S06048,History,Nice because.,01/23/2025,pending,A+, 
5628,S10735,Science,Industry thus so.,2024-09-29,✔,C-,No
5629,S07324,Math,Meet manage special building.,2024-11-06,✔,A, 
5630,S02046,Science,Within note describe task.,2025-02-10,❌,A+, 
5631,S11705,Science,Position agency write.,2024-10-01, ✔ ,B-,No
5632,S04574,History,Better her middle.,2024-10-23,❌,B-,Yes
5633,S06577,Math,Sign seat.,2025-02-12,✔,D,No
5634,S08692,Science,Public large worry behind.,2025-01-27,✔,A, 
5635,S09600,Science,Then talk.,2024-10-31,✔,F, 
5636,S03092,Geography,Find idea.,2024-12-04, ✔ ,A+, 
5637,S07327,English,Popular ten.,2024-12-15,❌,B,No
5638,S01661,Science,Audience really discussion recently.,2024-11-29,pending,B-,No
5639,S10990,History,Mrs keep teach.,2024-11-14,❌,A+, 
5640,S03697,Geography,Money wall.,2025-01-28, ✔ ,B-, 
5641,S11730,History,Actually between end.,2025-02-03,✔,B,Yes
5642,S09002,Science,Evidence.,02/02/2025,❌,F, 
5643,S03715,Geography,Exactly stay.,2024-09-08,❌,A,Yes
5644,S08708,Arabic,Than.,2025-01-01,pending,A,Yes
5645,S09049,Geography,Growth cold new.,2024-12-07,❌,B, 
5646,S07710,History,Then you.,11/22/2024,❌,B-,Yes
5647,S11177,Math,Science fast.,2025-01-06,❌,F,No
5648,S05438,Math,Guess leave day.,2024-10-19,✔,B-,No
5649,S09981,Arabic,General require.,2024-12-20,✔,A+,Yes
5650,S03306,Science,Artist program turn.,2025-01-15,✔,C,No
5651,S10336,Math,Edge reach.,12/30/2024,✔,A, 
5652,S00657,Math,Reveal herself.,01/28/2025,❌,A+,Yes
5653,S07241,Science,From of.,2024-11-30,❌,C-, 
5654,S02008,English,Still.,2024-10-10,✔,C,No
5655,S09726,Math,Hear father black.,2025-01-26,✔,C,No
5656,S09290,Science,Involve lawyer.,2025-01-03, ✔ ,C,Yes
5657,S06769,History,Federal society mind future.,2024-11-18,✔,D,No
5658,S00973,Arabic,Relationship keep tax.,2024-10-11,✔,B, 
5659,S10792,Math,Home respond.,2024-11-01,✔,D, 
5660,S00547,Math,Figure specific second use.,2024-12-31, ✔ ,B-, 
5661,S01486,Math,Guess security worker.,2025-02-11,❌,C-,Yes
5662,S11371,Math,Most guy entire.,2024-10-02,pending,B-, 
5663,S07121,History,Important land.,2024-09-30,✔,B,Yes
5664,S08188,Science,Such hour.,2024-12-13,pending,B,No
5665,S05736,Arabic,South traditional.,03/05/2025,pending,B-, 
5666,S08703,Arabic,Treat when truth record.,2024-10-15,✔,A+, 
5667,S00916,History,Their save run.,2024-11-20,❌,A+, 
5668,S11119,Science,Floor partner.,2025-01-03, ✔ ,D, 
5669,S10206,Arabic,Door that.,12/10/2024,✔,A+, 
5670,S10381,Geography,Science song fire necessary.,11/24/2024, ✔ ,D, 
5671,S10458,English,Including shoulder arrive.,2025-02-10,❌,A+, 
5672,S08553,English,Listen laugh reflect.,2024-12-13,❌,D,No
5673,S09290,History,Wide can.,10/27/2024,✔,D, 
5674,S02820,English,Describe town offer.,12/31/2024,✔,C-, 
5675,S08082,History,Prepare scientist.,2024-09-16,✔,A,Yes
5676,S07518,Math,Month daughter must best.,2024-12-25,✔,D,No
5677,S08021,Math,Produce including.,2025-01-13,❌,B-, 
5678,S04809,Math,Much election.,2024-09-28, ✔ ,F,Yes
5679,S11103,English,Now time inside.,2025-01-05,pending,C-, 
5680,S12032,Math,Morning poor.,11/29/2024,❌,C, 
5681,S09864,English,Prove kind human.,10/12/2024,❌,C-,Yes
5682,S04581,Science,Work former also.,2024-11-20,❌,C, 
5683,S12017,History,Minute late.,2025-01-09,pending,F, 
5684,S06449,Science,Appear agreement least.,11/12/2024,✔,F,No
5685,S10996,Geography,Good.,2024-09-23,❌,D,No
5686,S03056,Science,Management base never.,10/07/2024,❌,A,Yes
5687,S06368,Math,Most field worry.,2024-11-18,pending,C-,No
5688,S04484,Science,Compare spend travel.,02/15/2025,❌,D,Yes
5689,S11931,Science,Them education.,2025-02-22,❌,D,Yes
5690,S11415,Arabic,Stock site.,2025-02-05,❌,F, 
5691,S11087,History,Tax former light.,2025-03-08,✔,B,Yes
5692,S10729,Arabic,Process deal.,2025-01-30,❌,A+,Yes
5693,S10159,Geography,Way.,2025-01-20,✔,B-, 
5694,S04190,Math,Difficult statement.,2024-12-03,✔,B-, 
5695,S04774,Science,Seat.,2025-01-11,✔,B-,No
5696,S04763,Arabic,Difference put.,2024-10-29, ✔ ,B-, 
5697,S04536,Arabic,Firm after night.,2025-03-05,❌,C, 
5698,S09735,Math,Strategy author.,2024-11-07,❌,C-,No
5699,S02798,Science,Rule whatever.,12/11/2024, ✔ ,C, 
5700,S09809,English,The.,2024-09-13,❌,C,No
5701,S05103,Arabic,Quickly small someone.,2025-02-19,❌,B,Yes
5702,S05781,English,Page western statement.,2025-01-17, ✔ ,C,No
5703,S10315,Geography,Trouble audience us.,2024-09-30,❌,B,Yes
5704,S04010,Science,Rather American image.,10/10/2024,❌,B,No
5705,S06673,Geography,Than his office.,2024-11-19,pending,F, 
5706,S04708,History,Experience.,2024-09-26,❌,C,Yes
5707,S03254,English,Time hour.,2024-10-22,✔,B-,Yes
5708,S09813,Science,Produce.,2025-01-09,✔,F,Yes
5709,S10653,English,Painting anyone common.,09/25/2024, ✔ ,A,Yes
5710,S00411,History,Audience majority party.,2025-01-14,✔,C-,No
5711,S03229,Arabic,Former age.,01/31/2025,❌,F,No
5712,S10873,History,Cover right authority.,2025-03-06,✔,B-, 
5713,S08244,English,Pm.,2024-10-04,❌,B-, 
5714,S11326,Arabic,Shake candidate.,2024-10-27,❌,D,No
5715,S07075,Arabic,Attack spring still.,02/16/2025,✔,C,No
5716,S09926,Arabic,Into.,12/20/2024, ✔ ,B,Yes
5717,S06460,Arabic,Point way.,01/25/2025,✔,F,Yes
5718,S01196,Science,Couple her trouble.,2024-11-15,❌,C-,Yes
5719,S04482,Math,I rule test.,03/01/2025,✔,C-, 
5720,S11973,Science,Summer tax.,2024-12-07,pending,A+,Yes
5721,S02425,History,Different father.,2024-11-30, ✔ ,F,Yes
5722,S06573,History,Cause into a.,2024-11-27, ✔ ,C-,Yes
5723,S01164,Science,List main.,2025-02-24,❌,B-,Yes
5724,S00192,Math,Avoid admit.,12/10/2024,pending,B-,No
5725,S09797,Math,Always these fear.,2024-10-19,✔,A+, 
5726,S08238,Geography,Class.,2024-11-12,pending,A,Yes
5727,S06927,English,Phone sound space.,2025-02-07,❌,A+,Yes
5728,S01274,Science,Under chair.,02/04/2025,✔,C,No
5729,S02523,History,Week we.,2025-01-16,✔,A,Yes
5730,S00548,Math,Design special whether.,2024-12-18,✔,C,No
5731,S07713,Science,Hold prove.,2024-09-19,✔,A+,No
5732,S06514,Geography,Part daughter former.,09/24/2024,pending,F,Yes
5733,S01257,History,Common relationship.,2025-03-07,✔,A,Yes
5734,S02356,Geography,Power task.,2024-09-14, ✔ ,B,No
5735,S08133,English,None.,11/05/2024,pending,C,Yes
5736,S09408,Arabic,Where officer.,2025-01-15,❌,C,Yes
5737,S06175,Science,Prevent finally.,2024-11-14, ✔ ,B-,No
5738,S02060,History,Age food least during.,2024-11-29,❌,C,Yes
5739,S01972,English,Dog owner.,2024-09-26,✔,D,No
5740,S09834,History,Focus which.,2025-03-02,✔,A+,Yes
5741,S11027,Geography,Skill similar.,10/15/2024,✔,D,No
5742,S08790,History,School market.,2025-03-08,pending,B, 
5743,S06794,History,Simple research.,09/28/2024,✔,A,Yes
5744,S03458,English,Analysis ground hear.,12/04/2024,✔,D,No
5745,S04542,Math,Believe.,09/25/2024,❌,F,No
5746,S02494,History,Story wish.,09/24/2024,❌,C-,No
5747,S02933,English,Attack we.,2024-12-01,✔,B, 
5748,S09582,Science,Game how young.,2024-11-14,✔,D,No
5749,S03868,History,Attack health.,12/26/2024,❌,C,Yes
5750,S11994,Arabic,Personal teacher.,2024-10-15,❌,A+,Yes
5751,S02619,English,List so smile.,2025-01-12,❌,D,Yes
5752,S11999,History,Agency most organization.,2024-09-10,pending,A+,Yes
5753,S08362,Math,Girl perform.,2025-01-15, ✔ ,C,No
5754,S00592,English,Color.,2024-11-30,❌,F,Yes
5755,S01468,History,News rich.,2025-01-27,✔,D, 
5756,S10290,English,Size ground knowledge.,10/17/2024,❌,D, 
5757,S07777,Arabic,Mr various sure.,2025-02-12,pending,A+,No
5758,S07700,English,Turn remain.,2024-12-01,pending,B, 
5759,S03499,History,Sit charge discover.,2024-09-10,❌,F,No
5760,S11180,Science,Sometimes little.,2024-11-16,❌,F,Yes
5761,S10493,English,Camera leader room.,2024-12-24,✔,A,No
5762,S09553,Arabic,Direction play.,2025-02-02,❌,A, 
5763,S11903,Arabic,Statement summer west effort.,2025-01-12,✔,B, 
5764,S09813,History,Key black.,2025-01-25, ✔ ,B, 
5765,S03745,History,Career factor.,2025-03-09,❌,D,Yes
5766,S08548,Arabic,West party know.,02/26/2025,pending,A+,No
5767,S09149,History,Represent up.,2024-12-14, ✔ ,A+,No
5768,S00781,English,Garden question.,2025-02-25,pending,A+,Yes
5769,S02144,Math,Rather animal since.,2025-02-15, ✔ ,B,Yes
5770,S04650,Geography,Always factor.,2024-11-10,❌,D,Yes
5771,S05053,Arabic,Mean single something.,2025-02-24,✔,B-,Yes
5772,S03354,Science,Station anything.,2025-01-29,❌,C,Yes
5773,S05933,English,Money heart.,2025-02-26,✔,D, 
5774,S01842,History,Kind notice.,2025-02-11,pending,D, 
5775,S03551,Arabic,That then.,2024-11-18, ✔ ,A+, 
5776,S01503,Math,Unit.,09/10/2024,❌,A,No
5777,S03753,Science,Perform cultural cost.,2025-01-29,✔,F,No
5778,S11307,Science,Once strategy.,02/19/2025,✔,B-, 
5779,S01700,History,Inside score.,2025-01-12,pending,A,No
5780,S10907,Math,Point pay.,2024-11-26, ✔ ,B,Yes
5781,S07391,Arabic,Computer.,2025-01-13,✔,B,No
5782,S07370,Geography,Trouble measure animal.,2024-10-10,❌,B-, 
5783,S04014,Geography,Wife.,2024-10-17,✔,C,Yes
5784,S06745,History,Sort police.,2024-09-18,❌,C, 
5785,S08778,Science,Most move perhaps.,2025-02-03, ✔ ,A, 
5786,S08135,Arabic,Less yet present.,2024-10-16, ✔ ,D,Yes
5787,S06538,Math,Quite society what determine.,2024-10-05,❌,C, 
5788,S03539,Arabic,Bar.,2025-03-02,pending,C-,No
5789,S09834,English,Rule sort.,2025-01-15,pending,C, 
5790,S02227,History,Pretty body understand.,2024-09-26,pending,D,No
5791,S06103,Science,Might nice act.,2025-01-09,pending,B,Yes
5792,S09650,Math,Sure tell notice fill.,2024-10-04,pending,A,Yes
5793,S01797,Math,Business.,2025-01-02,✔,A, 
5794,S06467,Arabic,Game similar.,12/02/2024,❌,A,No
5795,S03727,History,Modern.,2025-02-25,❌,C-,Yes
5796,S11562,Science,Present opportunity.,2025-02-04,❌,B-,No
5797,S03368,History,Stop see.,11/17/2024,✔,C,Yes
5798,S04287,English,Hope popular degree.,2025-02-25,❌,C,Yes
5799,S04163,Geography,Store sell.,2025-02-27, ✔ ,D, 
5800,S05049,Math,Though point dream.,2024-09-26,❌,A,No
5801,S07697,Science,Country owner.,2024-10-14,✔,D,No
5802,S07209,English,Heart him.,2024-12-03,❌,A,No
